TradeQ,Size,BuildYear,Distance,Reform,Price
4,35,2013,5,0,36
4,40,2020,7,0,41
4,60,2003,8,1,40
4,40,2020,7,0,42
4,60,1997,2,1,44
4,25,2006,3,0,20
4,25,2013,4,0,24
4,40,2013,5,1,33
4,65,2014,6,0,49
4,55,2003,8,0,30
4,70,2002,3,0,46
3,15,1987,4,0,9.9
3,25,2017,5,0,26
3,40,2020,7,0,41
3,25,2020,7,1,26
3,25,2020,7,0,27
3,25,2020,7,0,25
3,25,2020,7,0,27
3,60,2003,8,0,40
3,25,2020,7,0,27
3,35,2021,7,0,42
3,20,2010,3,0,18
3,25,2008,3,0,20
2,50,1996,8,1,26
2,25,2013,5,0,22
2,60,1999,2,1,50
2,25,2020,7,0,24
2,50,1999,3,0,31
2,25,2021,2,0,29
1,60,1999,4,0,39
1,20,2010,3,0,20
1,25,2010,3,0,23
1,15,1995,5,0,13
1,20,2006,2,1,19
1,20,2011,7,0,20
1,25,2020,6,0,25
1,40,2015,4,0,34
1,60,1997,2,0,31
1,40,2012,5,0,28
1,55,1999,2,1,37
1,20,2010,3,0,22
4,60,2019,5,0,54
4,40,2015,2,0,45
4,60,2003,3,0,46
3,70,2000,5,1,51
3,25,2015,1,0,25
2,60,1989,5,1,42
2,40,1989,5,1,25
2,60,1985,7,1,37
2,50,1985,6,1,32
1,75,2003,4,0,46
1,70,2000,5,0,46
4,50,2015,6,0,41
2,20,2006,12,0,15
1,80,2004,13,0,48
1,40,2016,12,0,39
3,70,2004,4,1,49
3,85,2007,2,0,38
3,70,2004,4,1,47
2,70,2006,3,0,40
2,80,2003,2,0,37
2,65,2004,4,0,46
1,60,2000,7,0,35
1,60,2000,7,0,37
1,70,2004,4,0,33
4,20,2007,10,0,20
4,20,2007,10,0,23
4,25,2016,7,0,25
4,55,2013,6,0,58
3,50,2000,6,0,45
3,55,2011,7,0,46
3,55,2004,6,0,51
2,40,2016,7,0,39
1,50,2000,6,0,36
1,20,2006,9,0,20
4,25,2021,9,0,32
4,60,1996,10,1,62
4,25,2013,8,0,23
4,20,2007,8,0,21
4,20,2007,9,0,22
3,25,2013,8,0,21
3,55,1993,9,1,46
3,20,2011,6,0,23
3,25,2005,10,0,20
3,25,2021,9,0,32
3,20,2006,7,0,20
3,25,2013,8,0,22
2,45,1993,9,1,35
2,55,2005,7,0,41
2,25,2020,6,0,32
2,20,2007,8,0,17
2,65,1993,9,0,40
1,20,2007,8,0,19
1,25,2020,6,0,29
1,55,1993,9,0,32
1,25,2020,6,0,31
1,20,2006,10,0,19
1,45,2011,8,0,37
1,20,2007,10,0,21
1,15,1989,7,1,12
4,50,2004,8,0,38
3,20,2009,8,0,24
3,60,2013,9,0,55
2,45,2013,8,1,41
1,20,2009,8,0,22
1,50,2009,8,0,48
1,45,2016,8,0,39
1,25,2016,8,0,30
1,60,2013,9,0,63
4,20,1988,8,1,16
4,25,2013,10,0,27
4,20,1991,11,0,12
4,25,2013,10,0,21
4,35,2019,9,0,48
3,60,2016,12,0,63
3,25,2013,8,0,28
1,35,2018,9,0,42
1,65,2011,8,0,67
4,20,2021,5,1,34
4,40,2018,8,1,44
4,50,2009,5,0,37
4,20,2021,6,0,34
4,60,1997,9,1,58
4,50,2012,4,0,57
4,20,2006,4,0,22
4,30,2004,10,0,29
4,20,2011,1,0,26
4,70,2001,4,0,63
4,20,2021,6,0,34
3,25,2004,10,0,23
3,20,2007,9,0,19
3,25,2018,10,0,25
3,40,1998,8,0,31
2,25,2009,3,0,27
2,20,2007,5,0,23
2,20,2007,10,0,20
2,25,2016,9,0,25
1,65,2015,15,0,65
1,50,2016,5,0,45
1,50,2016,9,0,48
1,45,1984,7,1,32
1,20,2006,7,0,22
1,55,2004,4,0,34
1,35,2009,5,0,34
1,30,2015,11,1,29
1,25,2009,3,0,27
4,25,2020,4,0,30
4,55,2008,8,0,46
4,45,1983,9,1,27
4,25,2020,4,0,32
4,50,1990,10,0,30
3,60,1990,10,1,35
3,40,2014,8,0,40
3,20,2008,9,0,22
3,25,2019,5,0,31
3,20,2008,10,0,23
3,25,2020,4,0,31
3,60,2008,9,0,30
2,45,2005,9,1,38
2,40,2015,6,0,40
2,25,2019,5,0,33
2,45,2014,9,0,39
1,60,1993,9,1,43
1,50,1990,10,1,38
1,50,1992,7,0,35
1,25,2015,6,0,22
4,25,2016,4,0,22
4,50,1997,8,0,30
4,25,2011,6,0,22
4,25,2013,6,0,22
3,15,1986,1,0,12
2,25,2008,3,0,23
2,65,2017,8,0,65
2,30,1989,7,1,28
1,15,1986,1,0,11
1,15,1986,1,1,12
1,40,2014,4,0,37
1,25,2012,7,0,24
4,30,2008,9,0,26
4,30,2008,9,0,26
3,30,2008,9,0,22
3,45,2013,9,0,35
3,55,2000,5,1,48
3,25,2008,9,0,24
2,35,2008,9,0,37
1,25,2012,10,0,23
1,40,2012,9,0,30
4,40,1988,4,0,30
2,60,2014,6,0,63
4,65,2000,9,0,38
4,55,2007,7,0,25
3,65,2002,5,0,39
3,60,2004,6,0,35
1,20,2007,6,1,22
1,65,2000,9,0,35
4,25,2008,5,0,24
3,25,2008,5,0,24
3,20,2007,5,0,24
1,60,1997,14,0,26
1,60,1997,14,0,23
4,65,1998,9,1,40
4,25,2021,11,0,26
4,20,2007,10,1,17
4,25,2021,11,0,26
4,25,2021,11,0,26
4,25,2021,11,0,26
4,25,2021,11,0,26
3,35,1989,3,1,20
2,20,2007,10,1,19
2,15,1990,11,0,13
2,55,1998,3,1,32
1,35,1989,3,0,11
3,20,2014,4,0,27
2,70,2012,5,0,71
2,20,2014,4,0,26
4,65,1996,6,0,37
4,25,2013,6,0,21
4,60,1996,9,1,63
3,60,1996,9,0,46
3,35,2008,7,0,27
2,65,1996,9,0,50
2,35,2008,7,0,32
1,20,2008,7,0,23
1,25,2012,8,0,27
1,65,1999,8,0,55
3,25,2006,11,0,22
2,65,2003,10,0,62
3,25,2013,9,0,24
1,25,2013,9,0,26
4,35,2011,6,0,30
4,35,2011,4,0,41
4,20,2006,6,0,22
4,25,1983,7,1,24
4,35,2011,6,0,28
4,45,2016,3,1,50
4,45,2010,2,0,41
4,45,1986,7,0,24
3,20,2006,2,0,23
3,25,2013,7,0,26
3,20,2010,3,1,23
3,15,2007,5,0,18
3,55,1983,7,1,44
3,25,2012,7,0,22
3,30,1992,4,0,17
3,25,1983,7,0,14
2,20,1981,1,0,11
2,25,1983,7,1,12
2,15,1984,1,0,13
2,20,2012,4,0,28
2,20,2006,6,0,19
2,25,2015,5,0,27
2,55,2001,2,0,43
2,20,2011,6,0,20
2,25,2017,6,0,26
2,55,1983,7,0,30
2,20,2000,4,1,20
2,25,1983,7,1,23
1,70,2019,4,0,65
1,25,2011,4,0,25
1,20,2009,7,1,20
1,20,2002,4,0,19
1,55,2001,9,1,53
1,25,1970,4,1,19
1,40,1988,7,0,25
1,60,1981,1,1,45
4,50,2019,5,0,68
3,40,2019,3,0,57
3,70,2019,5,0,89
3,40,2019,3,0,57
3,55,2019,3,0,65
2,50,2019,5,0,70
2,50,2019,5,0,69
2,50,2019,5,0,69
2,70,2019,3,0,93
4,55,2020,3,0,62
4,25,2011,4,0,24
4,45,2014,10,0,46
4,65,2006,10,1,60
4,60,2004,4,0,58
4,55,2010,8,0,59
4,60,2004,4,0,60
4,45,2014,10,0,51
4,70,2010,8,0,75
4,80,2020,3,0,97
4,90,2010,8,0,99
3,55,2009,9,0,60
3,60,2004,4,0,49
3,65,2006,10,0,56
3,80,2020,3,0,90
3,70,2010,8,1,71
3,60,2004,4,0,53
3,60,2004,4,0,62
3,70,2010,8,0,70
3,85,2009,9,0,85
3,35,2010,8,0,44
2,60,2010,9,0,56
2,60,2010,8,0,59
2,55,2004,4,0,44
2,80,2009,9,0,80
2,60,2004,4,0,52
2,35,2010,8,0,38
2,60,2009,9,0,57
2,55,2010,8,0,55
2,65,2010,8,0,64
2,80,2009,9,0,72
2,65,2020,3,0,74
1,80,2006,10,0,65
1,55,2014,10,0,49
1,50,2004,4,1,53
1,70,2014,10,0,68
1,80,2009,9,0,71
1,35,2010,8,0,44
1,55,2010,8,0,58
2,25,2014,11,0,25
1,85,1989,14,0,37
4,35,1982,7,1,26
3,25,2015,5,0,32
3,45,1982,7,1,33
1,20,1990,5,0,11
1,25,2019,8,0,34
1,25,2019,8,0,33
1,25,2013,8,1,28
1,55,1982,7,0,30
1,45,1982,7,0,29
4,70,2002,10,1,50
4,20,2006,6,0,22
4,70,2002,15,0,34
3,70,1983,7,0,31
3,20,2008,13,0,19
3,55,2002,14,0,35
2,70,1983,7,0,35
2,20,2006,6,1,20
1,70,2001,12,0,40
1,20,2006,6,0,24
1,20,2006,6,0,24
1,65,2001,12,0,27
1,65,1983,7,1,36
4,70,2000,6,1,64
4,20,2009,9,0,22
4,70,2000,6,0,58
4,65,2013,13,0,56
3,50,1979,14,0,16
3,55,1983,15,0,29
3,50,1983,15,1,41
3,20,2011,8,0,29
2,50,1979,12,1,32
2,50,1979,14,1,33
2,20,2009,11,0,24
2,65,2014,13,1,52
2,70,1979,14,1,39
2,60,1996,11,0,34
2,65,2013,13,0,51
1,100,2001,15,0,45
1,20,2011,8,0,28
1,20,2011,8,0,26
4,70,1997,6,0,52
3,65,1986,3,1,55
3,70,2019,5,0,68
3,60,1980,5,1,39
2,80,2012,5,0,64
2,65,2019,6,0,64
1,80,2019,5,0,76
1,65,1986,3,0,37
1,60,1980,5,1,37
1,65,1986,3,0,42
1,60,2019,5,0,68
1,60,1980,5,1,43
3,55,1973,5,1,45
2,55,1973,5,0,32
1,55,1973,5,0,30
4,65,2013,10,0,74
4,25,2013,8,0,26
4,50,2019,7,0,60
4,65,2018,6,0,80
4,20,2007,10,1,18
3,70,2013,10,0,75
3,50,1985,9,1,37
2,75,2005,10,1,61
2,55,2015,14,0,52
2,65,2018,5,0,69
2,55,1980,10,0,37
1,60,2020,9,0,70
1,25,2013,8,0,25
1,25,2013,10,0,26
1,65,2013,10,0,64
1,45,1985,9,1,30
1,95,2009,7,0,81
4,20,1989,3,0,15
4,70,1980,3,1,45
3,100,2001,8,0,67
3,50,2000,2,1,48
3,65,1997,4,0,41
3,55,1970,6,1,28
3,70,1980,3,0,29
3,30,2009,2,0,28
3,60,2004,9,1,48
3,55,1997,4,0,39
2,20,2009,2,0,21
2,70,2000,2,0,46
2,65,1990,1,1,40
2,55,1995,9,0,27
2,60,2004,9,0,47
2,75,1998,1,0,43
2,75,1989,2,1,32
1,75,2004,9,0,45
1,70,1982,8,0,29
1,25,2009,2,0,23
1,20,2009,2,0,21
1,115,2004,9,0,65
1,100,2001,8,0,55
3,60,1997,11,0,34
2,60,1997,11,1,49
4,60,1979,8,0,25
2,85,1997,6,1,65
2,85,1997,6,0,52
2,60,1979,8,1,35
4,20,2008,1,0,23
4,20,2008,1,0,21
4,55,2016,4,0,54
3,70,2000,6,0,26
3,35,2004,2,0,34
3,70,2012,5,0,58
3,65,2012,5,0,61
3,55,1999,5,1,52
2,30,1989,3,0,13
2,25,2011,6,0,25
2,20,2008,1,0,21
2,20,2008,1,0,20
2,70,2012,5,0,55
2,20,2008,1,0,21
1,20,2008,1,0,22
1,80,2004,1,0,61
1,30,2019,2,0,33
4,70,1981,5,0,45
4,55,2008,8,0,36
4,20,2010,5,0,21
4,60,2001,9,0,38
3,70,1981,5,1,43
3,70,1981,5,1,43
3,80,1986,2,1,57
3,60,1986,2,0,20
3,55,1981,3,0,33
2,20,1981,6,0,9.5
2,20,2007,5,0,20
2,50,1989,2,0,26
2,20,2010,5,0,20
1,50,1989,2,1,30
1,70,1981,5,1,37
1,65,1986,2,1,39
1,20,2010,5,0,19
1,25,2014,9,0,23
1,70,2001,9,0,46
1,25,2014,9,0,23
1,65,2000,7,1,46
1,25,2014,9,0,24
4,65,2016,9,0,57
4,70,2016,9,0,48
3,65,2016,9,0,51
3,70,2016,9,0,52
3,75,1985,10,1,45
3,25,2014,8,0,25
2,65,2003,10,0,29
1,25,2014,8,0,26
1,60,2016,9,0,43
3,25,2007,12,0,21
3,20,2007,13,0,18
3,60,1981,15,0,24
2,60,2012,11,0,58
2,65,2012,11,0,68
2,70,2012,11,0,70
1,60,2012,11,0,49
4,90,2004,3,0,85
4,25,2017,11,0,27
4,30,2015,8,0,27
4,25,2015,8,0,26
4,20,2006,9,0,21
4,50,2004,5,0,39
4,55,1985,3,1,40
4,70,1982,7,1,47
4,20,2013,11,0,20
4,50,1969,7,1,26
4,20,2006,9,0,22
4,25,2011,4,0,24
4,60,1987,8,1,43
4,55,1969,7,0,22
4,80,2017,10,0,73
4,35,1987,11,0,17
4,65,2006,9,0,58
4,25,2015,8,0,25
4,25,2015,8,0,24
4,25,2015,8,0,24
4,25,2015,8,1,24
4,25,2015,8,0,23
4,20,2013,3,0,22
4,25,2016,7,0,27
4,20,2009,10,0,17
4,20,1995,6,0,15
4,75,1982,7,1,50
4,30,2009,3,1,22
3,25,1974,13,0,7.9
3,25,2008,6,0,29
3,25,2021,8,0,31
3,20,1995,6,0,17
3,50,1981,4,1,34
3,25,2017,10,0,22
3,20,2007,7,0,20
3,60,2003,9,0,55
3,25,2015,4,0,25
3,65,2017,10,0,60
3,25,2012,3,0,24
3,25,1974,16,0,9
3,20,2010,13,0,24
3,25,2007,9,0,23
3,20,2007,9,1,25
3,25,2007,9,0,24
3,25,2015,4,0,24
3,25,2012,5,0,23
3,25,2015,8,0,24
3,25,2015,8,0,26
3,30,2009,7,1,36
3,25,2012,3,1,25
3,25,2007,9,0,24
3,20,2007,9,0,25
3,25,2007,9,1,23
3,20,2007,9,0,23
3,20,2007,9,0,24
3,25,2007,9,0,23
3,20,2007,9,0,23
3,25,2021,8,0,31
3,20,2010,13,0,25
3,25,1995,6,0,17
3,25,1974,13,0,6
3,60,1981,4,1,35
3,50,1969,8,1,30
3,70,1982,7,0,38
2,55,1982,8,0,33
2,20,2013,11,0,22
2,25,2017,10,0,26
2,30,2015,8,0,27
2,25,2021,12,0,28
2,55,2004,8,0,43
2,25,1974,16,0,5
2,20,2008,14,1,22
2,30,2009,7,0,24
2,20,2010,13,0,19
2,35,1996,4,0,24
2,25,2017,11,0,29
2,25,2012,3,0,26
2,20,2020,16,0,30
2,20,2013,11,0,23
2,25,2021,8,0,31
2,20,2020,16,0,30
2,25,2009,10,0,19
2,60,1999,10,1,47
2,20,2020,16,0,29
2,60,1980,5,1,40
2,40,1992,12,1,27
2,25,2012,5,1,25
2,20,2010,13,1,22
2,20,2010,15,0,22
2,25,1974,13,0,8.9
2,25,2021,8,0,31
2,45,1981,4,1,32
2,25,2015,8,0,24
2,20,2007,6,0,21
2,25,2012,3,0,25
2,65,2004,3,1,60
2,60,1999,4,0,38
2,70,1982,7,0,41
2,25,2012,6,0,19
2,70,2004,8,0,50
1,20,2010,9,1,22
1,25,2010,9,0,22
1,25,2012,5,0,24
1,45,2005,9,0,22
1,55,2014,6,0,42
1,25,2011,9,0,23
1,20,2008,7,0,25
1,20,2012,6,0,22
1,25,2015,8,0,26
1,25,2020,14,0,27
1,35,1989,11,1,24
1,70,1997,3,0,55
1,20,2008,4,0,21
1,25,2015,8,0,25
1,25,2014,7,0,27
1,20,2009,3,0,21
1,25,2011,4,0,26
1,70,1982,7,1,43
1,25,1974,13,1,11
1,60,2014,11,0,50
1,70,1982,7,1,45
1,25,2014,7,0,23
4,20,2008,2,0,23
4,50,1976,3,1,35
4,25,2008,9,1,20
4,55,1976,3,0,18
3,25,2008,9,1,23
2,50,1976,3,1,32
2,25,2015,4,0,24
3,25,2014,11,1,23
1,50,1969,8,1,29
1,50,1969,8,0,24
1,55,2007,11,0,43
1,55,1969,8,0,25
4,65,2009,9,0,44
4,80,2005,11,1,59
3,70,2009,9,0,49
3,80,2005,11,0,45
3,40,1985,13,1,25
2,85,2003,11,0,44
1,70,2005,11,1,48
1,70,2009,9,0,32
1,65,1980,15,0,24
1,70,2009,9,0,45
4,70,2008,15,0,56
4,70,2008,15,0,53
3,125,2008,15,0,93
4,15,1988,15,1,7.8
4,20,2009,11,0,20
4,20,1989,10,0,11
3,60,1986,8,1,35
3,55,1986,8,0,23
3,60,1987,10,0,25
3,20,2009,10,0,16
3,20,2009,10,0,17
2,20,2009,11,0,20
2,65,1987,10,1,41
2,75,2004,7,0,50
1,90,1987,10,1,58
1,65,1987,10,1,36
1,15,1988,16,0,9.5
1,60,1987,10,0,28
1,20,2009,10,0,17
1,20,1988,15,0,7.8
4,40,1976,15,1,24
4,50,1976,15,1,24
1,50,1976,15,1,24
4,65,1996,10,0,38
4,20,2006,8,0,25
4,110,2008,15,0,89
4,60,1982,12,1,39
4,85,2008,15,0,67
3,65,1974,6,1,34
3,65,1981,10,0,31
3,50,1981,10,1,31
3,25,2021,9,0,31
3,55,1981,10,1,35
3,20,2006,8,0,21
3,55,1985,11,0,35
2,60,1984,10,1,33
2,90,2008,15,0,56
2,60,2012,11,0,50
2,55,1981,10,1,33
1,20,2006,8,0,23
1,70,1996,10,0,30
1,55,1981,8,1,34
4,50,1972,14,1,24
4,45,1972,14,0,13
4,55,1998,16,1,37
3,50,1972,14,1,24
3,65,1984,15,0,30
3,50,1972,14,1,25
3,45,1972,14,1,24
2,55,2013,14,0,37
2,75,1984,15,1,33
2,45,1972,14,1,21
2,50,1972,14,0,16
2,50,1972,14,0,16
1,45,1972,14,0,18
4,25,2011,6,0,22
4,25,2011,6,0,22
3,45,1985,3,0,29
3,25,2012,3,1,29
3,20,2006,2,0,23
2,20,2006,2,0,22
2,80,2004,4,0,65
2,65,1998,4,0,43
2,25,2012,3,1,25
2,60,1995,7,0,40
2,70,2017,7,0,80
1,20,2006,2,0,23
1,25,2013,2,0,27
1,25,2011,6,0,25
1,20,2006,2,0,24
4,50,2000,5,0,41
2,65,2015,5,0,65
2,50,2000,5,0,52
1,80,2002,7,0,63
1,55,1981,5,1,43
1,90,2004,5,0,76
1,25,2014,6,0,29
2,30,2009,11,0,36
2,30,2009,11,0,38
4,25,2006,7,0,26
4,20,2014,9,0,23
2,25,2020,9,0,35
4,70,1982,11,0,31
4,65,2001,4,0,52
3,65,1982,3,0,40
3,20,2012,6,0,25
3,50,1990,8,0,30
2,95,1988,5,0,59
2,80,1988,5,0,50
2,80,1988,5,0,39
2,80,1988,5,1,60
2,40,2011,6,0,38
1,25,2012,6,0,28
2,100,2003,13,0,76
4,80,2003,11,0,64
4,100,2007,15,1,80
4,100,2007,15,0,80
4,50,1983,12,0,28
4,65,2016,12,1,59
3,60,2000,12,1,47
3,80,2000,12,0,48
3,60,2016,12,0,52
2,60,2016,12,0,50
1,40,2000,12,0,36
4,70,2014,10,0,56
4,70,2010,8,0,53
3,80,2004,8,0,62
1,55,2010,8,0,40
1,70,2010,8,0,55
4,80,1981,10,1,46
4,45,1982,12,0,21
4,60,1982,12,1,42
4,75,2001,13,0,50
3,60,1982,12,0,29
3,90,2003,12,0,57
3,50,1982,12,0,32
2,20,2009,15,0,18
2,100,2003,12,0,60
2,65,1981,10,0,32
1,100,2003,12,0,63
1,60,1982,12,1,37
1,20,2009,15,0,24
4,55,1999,3,1,32
4,25,2013,4,0,23
4,70,1999,3,0,49
4,80,1999,3,0,53
3,65,2013,8,0,50
3,70,2002,4,1,58
3,25,2013,4,0,24
2,75,2013,8,1,52
2,70,2002,4,0,42
4,70,2014,9,0,70
4,25,2011,7,1,24
4,60,2012,4,0,60
4,35,2012,4,0,40
4,25,2015,7,0,26
4,70,2014,9,0,76
3,55,2012,4,0,58
3,70,2014,9,0,75
3,55,2012,4,0,55
2,25,2007,8,0,25
2,20,2007,8,0,21
2,25,2015,7,0,25
2,60,2014,9,0,59
2,55,2012,4,0,55
2,20,2007,8,0,20
2,20,2007,8,0,24
2,65,2012,9,0,54
2,70,2003,2,0,38
2,25,2011,7,0,23
2,45,2011,7,0,37
2,25,2011,7,0,22
1,70,2012,9,0,58
1,55,2012,4,0,52
1,45,2012,4,0,30
1,70,2012,9,0,50
1,70,2014,9,0,70
1,60,2014,9,0,55
1,85,2003,2,0,59
1,20,2007,8,0,22
1,45,2012,4,0,36
4,105,2004,6,0,100
3,85,2004,6,0,70
3,100,2007,9,0,82
2,70,2009,10,0,63
2,70,2007,9,0,55
2,85,2007,9,0,69
2,70,2009,10,1,66
1,90,2007,9,1,63
1,70,2009,10,0,55
1,95,2007,9,0,68
1,110,2004,6,0,77
1,90,2004,6,1,67
1,65,2004,6,0,40
1,75,2004,6,0,60
1,75,2008,9,0,63
4,75,2012,12,0,75
3,70,2012,12,0,69
3,85,2012,12,0,93
2,75,2012,12,0,65
2,65,2017,11,0,66
2,75,1999,14,1,53
2,25,2012,10,0,25
2,75,2012,12,0,73
1,25,2012,10,1,23
1,70,2017,11,0,64
4,75,1984,7,0,55
3,80,1984,7,0,46
1,75,1984,7,0,53
4,75,1984,8,1,56
4,30,2005,10,1,28
4,85,2008,10,0,93
3,75,2005,5,0,75
3,75,1985,7,0,55
3,60,2005,2,0,68
3,80,2010,6,0,91
2,70,2005,2,0,75
2,25,2018,1,1,35
2,55,1975,1,0,47
2,70,2005,2,0,45
1,60,2010,6,0,59
1,75,2001,8,0,58
1,80,2010,6,0,85
1,55,2008,10,0,54
1,20,2008,2,0,23
1,75,1985,7,0,50
1,65,2010,6,1,67
4,30,1973,4,1,22
4,60,2000,2,0,37
4,50,2005,4,0,51
3,25,2010,4,0,29
3,25,2010,4,0,28
2,20,2009,3,0,20
2,20,2010,4,0,24
2,70,2004,5,1,74
2,60,2005,4,0,60
1,65,2005,4,0,60
1,40,1973,4,1,23
1,40,1973,4,1,24
1,25,2016,6,0,26
3,70,2005,7,0,58
3,55,2007,4,0,37
4,75,2005,2,0,65
3,65,2005,4,0,44
3,75,2005,2,0,60
3,85,2005,2,0,68
2,65,2005,2,0,57
2,20,2009,2,0,27
2,25,2014,2,0,23
4,70,1981,16,1,47
4,70,1981,16,0,43
4,70,1981,16,1,43
4,70,1981,16,0,44
3,55,1989,16,1,37
3,70,1981,16,0,45
2,70,1981,16,0,38
1,70,1981,16,1,36
3,65,1981,15,1,33
4,45,1988,17,0,25
3,60,2017,12,0,53
3,85,2000,14,0,52
2,75,2000,14,0,49
2,85,2000,14,0,59
1,80,2000,14,0,50
3,35,1984,9,0,17
4,25,2017,3,0,29
4,25,2014,2,0,29
3,25,2014,2,0,30
3,25,2012,4,0,26
2,25,2014,2,0,26
1,50,1974,3,0,32
1,20,2009,3,0,23
4,55,1998,9,1,45
4,65,2001,8,0,40
4,65,2011,11,0,58
3,75,2015,12,0,53
3,55,2011,11,0,45
3,65,2000,9,0,40
3,60,2015,12,0,49
3,25,2010,10,0,25
2,45,1998,9,0,51
2,70,2013,10,0,51
2,80,2000,9,0,46
2,55,1998,9,0,28
2,45,1981,6,1,22
1,50,1980,10,0,17
1,65,1998,9,0,35
1,50,1980,10,1,28
1,70,1981,6,1,38
4,60,2015,4,0,60
4,20,2007,7,0,21
4,25,2016,7,0,30
3,70,1997,5,0,62
3,35,2010,4,0,37
3,20,1984,4,1,15
3,25,2013,3,0,26
3,25,2016,7,0,29
3,35,1987,8,1,23
2,20,2013,3,0,28
2,25,2013,3,0,25
2,35,2003,7,0,30
1,25,2013,3,0,26
1,25,2013,3,0,26
1,25,2017,4,0,29
1,55,1984,4,1,40
1,20,2012,8,0,21
4,55,1979,3,1,38
4,70,1982,6,1,44
4,45,1985,3,0,12
4,50,1999,3,1,46
4,20,2009,7,0,24
4,75,2016,5,0,87
4,65,2016,5,0,68
4,60,1978,12,0,26
4,50,1972,4,1,30
4,20,1999,7,0,20
4,55,1973,4,0,24
4,70,1982,6,1,43
4,50,1975,7,0,23
4,40,1987,2,0,29
4,55,1973,7,1,36
4,65,2016,5,0,70
3,45,1979,4,1,32
3,55,1978,3,1,43
3,50,1975,7,0,23
3,55,1979,4,1,42
3,45,1973,2,0,18
3,70,1982,6,0,28
3,80,2004,11,0,56
3,30,1974,5,1,24
3,70,1982,6,1,41
3,50,1972,4,0,23
3,40,2012,6,0,41
3,25,2016,4,0,29
3,35,1975,7,0,25
2,65,1979,4,1,44
2,60,2019,9,0,58
2,60,1978,12,0,24
2,75,2016,5,0,81
2,50,1977,3,1,36
2,25,2016,4,0,31
2,45,1974,7,0,23
2,55,1973,7,0,29
2,35,1974,7,1,25
2,35,1977,3,0,21
2,25,2013,10,0,28
1,45,1974,7,1,29
1,60,1974,5,0,25
1,25,2013,6,0,26
1,35,1974,5,0,18
1,25,2014,3,0,29
1,25,2016,4,0,28
1,60,1975,7,1,34
1,70,2016,5,0,67
1,20,2012,8,1,25
1,65,1979,4,0,32
1,45,1979,4,0,21
1,30,2016,4,1,28
1,45,1975,7,0,19
1,60,1974,5,1,40
1,65,1978,12,1,34
1,25,2016,4,1,30
4,20,2011,8,0,26
4,20,2002,8,0,23
2,45,1998,7,1,44
2,20,2002,8,1,24
4,25,2014,6,0,31
4,55,1977,1,1,41
3,40,2003,2,0,37
3,25,2013,2,0,25
2,20,1992,8,1,22
2,40,1978,6,1,34
4,80,2016,5,0,85
4,60,2016,5,0,67
2,70,2016,5,0,78
2,55,2016,5,0,63
1,80,2014,6,0,90
4,85,2000,10,0,65
4,70,2000,9,0,52
4,70,2009,8,0,90
4,75,2014,12,0,85
4,70,1999,3,0,56
4,60,2008,7,0,68
4,55,2008,7,0,66
4,75,2016,5,0,90
4,55,2009,8,0,69
4,60,2014,12,0,66
4,55,2009,8,0,70
4,80,2014,12,0,94
4,70,2005,5,0,59
4,75,2009,8,0,90
4,85,2005,5,0,57
4,75,2005,6,0,70
4,60,2014,12,0,63
4,95,2014,12,0,110
4,65,2009,5,0,76
4,60,2014,12,0,70
4,70,2016,5,0,84
4,60,2014,12,0,72
3,75,1997,11,1,65
3,65,2009,8,0,50
3,65,2009,8,0,68
3,80,2007,7,0,130
3,95,2008,7,0,130
3,45,1984,7,1,39
3,70,2009,5,0,77
3,70,2014,12,0,78
3,60,2014,12,0,74
3,60,2007,4,0,61
3,75,2005,5,0,76
3,70,2014,12,0,76
3,70,2016,5,0,88
3,50,2008,7,0,56
3,75,2008,7,0,89
3,45,2009,5,0,54
3,70,2009,5,0,80
3,65,2005,6,0,53
3,80,2009,8,0,82
3,70,2005,5,0,70
3,95,2014,12,1,120
3,50,2009,5,0,66
3,70,2009,8,0,64
3,70,2016,5,0,84
3,55,2016,5,0,66
3,60,2008,7,0,65
3,80,2014,12,0,83
3,60,2008,7,0,68
2,70,2007,7,0,76
2,65,2009,8,0,65
2,80,2014,12,0,89
2,60,2009,8,0,63
2,70,2001,4,0,65
2,65,2009,8,0,68
2,80,2008,7,1,83
2,80,2009,8,0,84
2,70,2001,9,0,50
2,55,2016,5,0,68
2,85,2009,5,0,94
2,60,2005,5,0,61
2,70,1980,9,1,49
2,80,2009,8,0,79
2,75,2013,5,0,74
2,75,2009,8,0,88
2,70,2007,4,0,53
2,55,2016,5,0,63
2,100,2009,5,0,110
2,60,1980,9,1,40
2,75,2000,10,0,59
2,50,2009,5,0,65
2,55,1980,9,0,30
2,55,2007,4,0,55
2,70,2009,5,0,77
2,65,2009,8,0,62
1,80,2014,12,1,83
1,70,2009,5,0,79
1,40,1984,7,0,31
1,75,2009,8,0,73
1,70,2008,7,0,74
1,55,1980,9,0,33
1,60,2007,5,0,57
1,60,2009,8,0,61
1,80,2007,7,1,82
1,55,2001,4,1,53
1,80,2014,12,0,95
1,75,2009,8,0,79
1,70,2008,7,0,73
1,65,2009,5,0,65
1,80,2009,8,0,80
1,70,2008,7,0,80
1,65,2008,5,0,69
1,70,2005,7,0,56
1,60,2014,12,0,65
1,75,2009,8,0,70
1,75,2007,4,0,65
1,65,2009,8,0,60
1,55,2009,8,0,62
1,75,2005,5,1,70
1,75,2005,5,0,63
